,label,pca1,pca2
80,1,1.392124895,-0.234674025
81,1,-5.504280761,-0.98529593
82,1,-0.218447806,-1.260408779
83,1,0.644029357,-1.443030902
84,1,-6.537093462,1.03530262
85,1,0.934320351,-0.037307826
86,1,-6.745466339,1.675212228
87,1,-1.901638574,2.340302918
88,1,-5.577865693,-2.091751894
89,1,-0.409258027,-0.627280947
90,1,-0.428269486,-0.612826539
91,1,-1.519521858,3.08673537
92,1,-0.762638039,6.052780803
93,1,0.080728803,4.842456759
94,1,0.619609556,-0.843493076
95,1,-0.22139056,5.109209302
96,1,-2.836983289,-1.033708845
97,1,-3.115060266,4.655385269
98,1,-0.195461704,5.068235366
99,1,-0.568373672,5.429782924
100,1,-1.449473633,-1.300555126
101,1,-2.467315258,3.238981458
102,1,-6.110369286,0.687804042
103,1,-3.03819988,5.002760763
104,1,0.504363886,3.684205275
105,1,-2.843151514,4.824410126
106,1,-6.775394128,2.10033752
107,1,-2.014967828,2.791268058
108,1,0.076447048,5.237260224
109,1,-2.139980542,5.29124289
110,1,-6.330017722,0.957494546
111,1,1.662077954,0.47237152
112,1,-5.148875822,0.180115857
113,1,-2.907335264,4.826750721
114,1,-0.854715975,1.363241226
115,1,-3.823862435,2.105864911
116,1,-1.763528792,-2.173003544
117,1,-6.564744839,1.047821862
118,1,-2.290892371,0.81647918
119,1,0.344271007,-0.156529157
120,1,-0.97816187,1.810257303
121,1,0.06434388,5.271974538
122,1,-2.423427505,-2.102135678
123,1,1.596785958,-1.026583147
124,1,0.413886227,4.528142758
125,1,-0.550163957,2.122720201
126,1,-6.514738155,1.969036269
127,1,2.235773179,-0.557409788
128,1,-2.298979748,2.656957515
129,1,-1.667984716,2.470694435
130,1,-5.712483325,-0.023131864
131,1,-5.440574573,0.145892993
132,1,-4.383134856,-1.224579568
133,1,0.066903115,4.84871638
134,1,-3.93638743,2.513069467
135,1,-4.691489583,-0.959219621
136,1,-5.745002944,-0.251155727
137,1,-2.653535341,4.336390077
138,1,-2.092001706,-2.398124939
139,1,-5.892922004,0.593606394
140,1,-5.903651656,-0.434689479
141,1,0.106657659,4.801482824
142,1,0.358096695,-0.162788778
143,1,-5.888094342,-0.45927384
144,1,-2.283521794,5.117536843
145,1,1.106782777,-0.397547816
146,1,0.557024505,2.225616119
147,1,-5.646942107,0.803605187
148,1,-1.699960537,3.703473628
149,1,-0.320894126,5.55391482
150,1,-6.296044583,1.390931351
151,1,-0.868462205,-1.646929396
152,1,0.464609342,3.731438832
153,1,-0.053070168,0.16012544
154,1,-5.020508321,0.175434668
155,1,-5.56577163,-2.079686775
156,1,-1.846426075,4.753648691
157,1,-1.678090565,4.171624747
158,1,-2.636783979,4.166697933
159,1,-0.800892933,6.014147463
160,1,0.02864822,4.81008304
161,1,-3.024947659,4.612070738
162,1,0.339085235,-0.14833437
163,1,-1.329925222,-0.092205264
164,1,-1.691916253,4.177884368
165,1,-5.82643316,0.957371463
166,1,-6.334299477,1.352298011
167,1,-6.537741338,1.846577681
168,1,-5.593423007,-2.067167533
169,1,-2.14133801,4.462165245
170,1,2.068059045,0.15765209
171,1,-1.302619362,3.386819031
172,1,-0.884550429,1.750144709
173,1,-6.875546955,2.295869512
174,1,-3.808305121,2.08128055
175,1,-5.837915747,0.46254759
176,1,-1.855603569,4.624930481
177,1,-0.32554232,5.68889265
178,1,0.491895665,4.519542542
179,1,0.245915769,4.309543749
180,1,-2.389425418,0.434256887
181,1,1.87898045,0.772455182
182,1,1.492010818,1.072720204
183,1,-0.207929925,5.903572633
184,1,-3.558378801,0.921683426
185,1,-0.900152431,1.801657087
186,1,0.634079449,3.864170944
187,1,-2.150498424,-1.872738522
188,1,0.31009952,4.307203154
189,1,-5.492484793,-0.757603696
190,1,-2.213240901,1.198417052
191,1,-5.632192757,-0.231252555
192,1,-5.504758324,0.148233588
193,1,-6.432715961,1.742590838
194,1,-1.72881368,4.968328673
195,1,2.083616359,0.133067729
196,1,-3.102957098,4.620670954
197,1,0.621976281,3.898885258
198,1,-1.629729821,2.509327776
199,1,-2.401677987,3.442053806
200,1,-5.868492797,0.638499355
201,1,-6.123650188,0.299782353
202,1,-0.618731735,5.425863898
203,1,0.842887788,3.049405068
204,1,-1.429504582,0.487757132
205,1,-0.151545004,1.83007399
206,1,-2.483700181,3.668499237
207,1,-1.933613008,4.633530697
208,1,-1.797700279,2.290728767
209,1,-6.667456901,1.666612012
210,1,-6.965659562,2.339184043
211,1,-5.902099498,0.464888185
212,1,-2.739867168,4.094317236
213,1,-0.23400512,-1.235824418
214,1,-2.895411829,4.385694764
215,1,-2.06532589,2.787349032
216,1,-0.826821789,6.055121398
217,1,-2.297347482,5.123796464
218,1,-5.674228431,0.015501476
219,1,-1.749703103,-2.179263165
220,1,-2.301904035,3.880838625
221,1,-0.964336181,1.803997682
222,1,-2.910969143,4.410279125
223,1,-4.064754931,2.517750656
224,1,0.274993169,4.21945888
225,1,-2.222692829,2.619902605
226,1,-0.207564872,5.102949681
227,1,-0.415654927,5.732207181
228,1,-2.023534815,-1.734820412
229,1,-2.677964547,4.291497116
230,1,-0.645171982,-0.912910201
231,1,-0.484702428,2.144387992
232,1,-2.005216865,3.304416671
233,1,-0.042698625,0.143735865
234,1,-1.094529308,2.757561531
235,1,-5.760560258,-0.226571366
236,1,-6.085395294,0.338415694
237,1,-2.005790333,2.919986267
238,1,-2.700319854,3.357763467
239,1,-4.529700633,4.036672821
240,1,-6.859416174,2.655715555
241,1,-6.149579044,0.340756288
242,1,-6.138677643,1.558377778
243,1,-1.330066588,1.688496038
244,1,-2.831254343,1.549008005
245,1,-5.738412182,0.017842071
246,1,-2.096628005,0.193481301
247,1,-2.662712835,4.207671868
248,1,-6.237600022,1.28028568
249,1,-1.321106132,-1.305236316
250,1,-6.759836814,2.075753159
251,1,-2.078176018,-2.40438456
252,1,1.892806138,0.766195561
253,1,-5.63483894,0.768890872
254,1,-1.875709717,2.299328983
255,1,-0.822620555,2.926586389
256,1,0.368468237,-0.179178352
257,1,-6.549844506,1.881291995
258,1,0.093197024,4.007119493
259,1,0.090272736,5.231000603
260,1,-5.139047454,-2.427185353
261,1,-0.913978119,1.807916708
262,1,-2.509629037,3.709473172
263,1,-2.251545973,3.884757651
264,1,-4.511502357,-1.219898379
265,1,1.686275184,0.449722325
266,1,-1.116445069,-2.097145438
267,1,-0.143746174,5.901232038
268,1,-1.522446146,4.31061648
269,1,-4.296215978,-3.159140902
270,1,-2.091254746,2.828322967
271,1,-4.374225417,-3.150540686
272,1,-1.070100101,2.802454493
273,1,-1.664629929,4.965988078
274,1,-2.583824327,4.642742943
275,1,-5.464833417,-0.770122939
276,1,-5.788514982,-1.039236236
277,1,-6.074493893,1.556037183
278,1,1.588864885,0.407281172
279,1,-1.106997528,3.592898798
280,1,-5.093113898,-1.308210147
281,1,-2.406055795,4.460521974
282,1,-1.94396747,-1.556265286
283,1,-1.531990079,3.922072636
284,1,-2.001142139,2.785008437
285,1,-2.33525686,1.593619586
286,1,-0.528984181,6.18317232
287,1,-0.542444816,5.388808989
288,1,-1.033895034,0.189427276
289,1,-1.753157249,-2.189393118
290,1,1.656892183,0.480566307
291,1,-2.416957196,3.242900484
292,1,-2.299344801,3.457580467
293,1,-1.044171245,2.761480557
294,1,-0.424832421,5.603488971
295,1,-0.168175381,5.856339077
296,1,-2.153806231,5.297502511
297,1,-1.195281387,-1.791024325
298,1,-4.130651796,3.136067346
299,1,-3.202216596,0.408180579
300,1,0.117010131,2.566134035
301,1,-6.681282589,1.672871633
302,1,-5.826457123,0.391745324
303,1,-2.844508981,3.99533248
304,1,0.053442479,4.054353049
305,1,-2.781499854,-1.400864575
306,1,-0.836446244,2.93284601
307,1,0.427711915,4.521883137
308,1,-3.89761768,0.677154489
309,1,-0.327292475,1.671958493
310,1,-6.34384341,0.963754168
311,1,-1.270165978,1.020510321
312,1,-2.442886052,3.28387442
313,1,-4.080312245,2.542335018
314,1,-0.375900382,5.684973624
315,1,-0.498528116,2.150647613
316,1,-6.448273275,1.767175199
317,1,-1.881532426,4.665904417
318,1,-1.92378665,2.095889481
319,1,-5.616635443,-0.255836917
320,1,-1.056639466,3.596817824
321,1,-5.327582875,0.778529375
322,1,-6.771395196,1.716186164
323,1,-2.831048346,4.789695812
324,1,-2.5409531,-0.752076305
325,1,-1.44151242,3.078135154
326,1,-2.50999409,4.510096125
327,1,-0.077658509,-1.12875029
328,1,-6.304088866,0.916520611
329,1,-0.528619128,5.382549368
330,1,-4.32559898,-3.12829692
331,1,-2.079151578,2.793608653
332,1,-5.621013251,0.762631251
333,1,-3.038773347,4.618330359
334,1,0.47843503,3.725179211
335,1,-2.84775025,-1.72297931
336,1,-6.215239158,-0.691737658
337,1,-2.069974084,2.922326862
338,1,2.081884733,0.151392469
339,1,-1.756649399,0.255293314
340,1,-1.756100004,4.180224963
341,1,-2.830683293,3.989072859
342,1,-0.619096788,6.22648685
343,1,-4.259019297,3.140748536
344,1,0.296273831,4.313462775
345,1,0.551169935,-0.706283206
346,1,-2.118051016,2.71888736
347,1,-2.496168402,4.503836504
348,1,0.436715189,-1.016853555
349,1,1.873794679,0.780649969
350,1,2.470706241,-0.304014278
351,1,-3.147211938,0.598769209
352,1,-1.665987397,4.136910433
353,1,-2.127877375,5.256528576
354,1,-6.22550596,1.292350799
355,1,2.087070505,0.143197682
356,1,-3.174863315,0.611288451
357,1,0.292355038,-0.347603524
358,1,-4.16174246,3.750862207
359,1,-6.490308949,2.01392923
360,1,2.044402313,0.241479996
361,1,-1.348068689,-1.186805309
362,1,1.037992411,0.044876968
363,1,-1.612502495,1.527753547
364,1,-6.951833874,2.332924422
365,1,-2.34476279,-1.249740643
366,1,-6.436155249,2.344866457
367,1,-3.041076023,2.196590245
368,1,-0.311716632,5.682633029
369,1,0.232862495,-1.120116685
370,1,-6.747742751,2.087818278
371,1,-1.741092085,0.230708953
372,1,-6.75793456,2.510549495
373,1,-0.423083715,-0.621021326
374,1,-1.959541864,4.674504632
375,1,-2.273050892,2.615983579
376,1,-0.066895856,0.166385061
377,1,-1.784239643,3.085092098
378,1,-1.25053878,3.419192751
379,1,-1.860251763,4.759908312
380,1,-2.009709127,-1.741080033
381,1,0.615067429,2.257317491
382,1,-6.499486443,1.885211021
383,1,-0.181636016,5.061975745
384,1,-1.15908566,-0.622539158
385,1,-3.964790179,-3.455130163
386,1,-5.281835504,-1.810119354
387,1,0.208442694,-0.520578859
388,1,-2.195406506,3.408006316
389,1,-6.332942009,2.181375657
390,1,-2.484065234,4.469122189
391,1,0.016545052,4.844797354
392,1,-2.41951643,3.666158642
393,1,0.54717529,-0.77759187
394,1,-6.172030468,-0.728841261
395,1,2.326781426,-0.274748727
396,1,-0.912733162,2.969900919
397,1,-5.660767796,0.809864808
398,1,-0.631346294,-0.919169822
399,1,-1.662726015,-2.061653655
400,1,-5.634473887,-0.03173208
401,1,-2.622958291,4.160438312
402,1,-1.612367952,-2.057734629
403,1,-5.69902269,0.771231467
404,1,-0.92655885,2.97616054
405,1,-2.23516105,3.455239872
406,1,-1.991964645,2.913726646
407,1,-0.013665559,5.280574754
408,1,-0.632557423,5.432123519
409,1,-4.870668641,-2.133033572
410,1,-6.152503331,1.564637399
411,1,0.27353119,-0.243723296
412,1,-1.006243657,0.176908033
413,1,-2.727971231,3.37028271
414,1,-0.136920654,-0.684074808
415,1,-6.450554405,1.966695674
416,1,-2.224995506,0.198162491
417,1,-4.375957042,-3.132215946
418,1,-1.661705642,3.742106968
419,1,2.34233874,-0.299333089
420,1,-2.248621686,2.660876541
421,1,-6.062390725,1.521322868
422,1,-1.598542264,-2.06399425
423,1,-5.550214316,-2.104271136
424,1,-1.680087884,2.50540875
425,1,-2.417235301,3.466638167
426,1,-1.640153871,1.540272789
427,1,-1.508620457,4.304356859
428,1,-1.996758654,1.300505018
429,1,-0.204622118,-1.2666684
430,1,-0.15720681,5.106868707
431,1,-2.316804368,3.047368492
432,1,0.232090081,4.31580337
433,1,-6.317914554,0.922780232
434,1,-1.779861835,2.066623931
435,1,-6.523915649,1.84031806
436,1,-1.50636658,3.125574584
437,1,0.686160032,3.896544663
438,1,-1.016884922,3.549584268
439,1,-3.190420628,0.635872812
440,1,-2.040896684,2.832241993
441,1,0.261167481,4.225718501
442,1,-4.572909323,4.073776424
443,1,-2.027070996,2.825982372
444,1,-6.12229272,1.128859999
445,1,-3.263707465,-0.686210267
446,1,-1.887812885,2.334043297
447,1,-1.713440709,0.218189711
448,1,-5.915925186,0.471147806
449,1,-1.246790411,-0.471880236
450,1,-0.8623751,2.973819945
451,1,0.029013273,4.009460087
452,1,0.042473908,4.803823419
453,1,-3.65276046,1.789903022
454,1,0.647905137,3.857911323
455,1,1.997344383,-0.082063718
456,1,-1.716345459,4.132991406
457,1,-6.110189553,1.094145685
458,1,-3.022642566,4.978176402
459,1,-5.476927479,-0.782188058
460,1,-1.548375002,4.351590415
461,1,-2.273595678,3.010264889
462,1,-0.606628567,5.391149584
463,1,-6.268758259,2.179035062
464,1,-0.058255939,0.168320227
465,1,-3.486450817,0.354240272
466,1,-0.411006733,5.59722935
467,1,-0.191179949,4.673431902
468,1,-0.101067343,4.630117372
469,1,-6.420597935,2.320282096
470,1,-0.126996199,4.671091307
471,1,-6.485660755,1.8789514
472,1,-1.2965449,2.477992343
473,1,0.127368511,-0.456612818
474,1,-1.974126202,2.68962181
475,1,0.137740053,-0.473002393
476,1,-1.962978929,-1.541810878
477,1,-6.256290038,1.343697795
478,1,-3.951944744,2.537653828
479,1,-2.209232194,3.414265937
480,1,-2.063693624,5.254187981
481,1,-0.114893031,4.636376993
482,1,-2.081070691,0.16889694
483,1,1.672449496,0.455981946
484,1,-6.238451595,1.119592959
485,1,-4.868939512,3.792143885
486,1,-5.466503429,0.186866929
487,1,-1.957793158,-1.550005665
488,1,-1.41741052,0.499822251
489,1,-2.039226671,1.875252126
490,1,-1.490809267,3.100990222
491,1,-2.062618704,-2.428968921
492,1,0.625512462,-0.661917526
493,1,-4.827459951,-2.170137175
494,1,-7.158909614,2.410732495
495,1,-1.702884824,4.927354738
496,1,1.311089028,2.683127626
497,1,-3.458799441,0.34172103
498,1,-2.459270975,3.713392198
499,1,-6.096363864,1.087886064
500,1,-6.540667011,2.010010204
501,1,-0.722883494,6.005547247
502,1,0.210809419,4.221799475
503,1,-6.732005704,2.46957556
504,1,-6.464380093,1.972955295
505,1,-0.557292263,-1.4691406
506,1,-0.762312585,-2.376696431
507,1,-0.852904891,-1.671513758
508,1,-2.545602801,3.471319357
509,1,-1.739331561,-2.195652739
510,1,0.354642549,-0.172918731
511,1,-2.271418626,5.082822529
512,1,-1.312102214,2.502576705
513,1,-0.21499366,-1.250278826
514,1,0.352910924,-0.154593991
515,1,1.295531715,2.707711987
516,1,-1.445061896,0.512341493
517,1,-2.321776688,5.078903503
518,1,-1.481266964,3.12536871
519,1,-1.872354931,4.794622626
520,1,-5.928028354,0.50586212
521,1,-2.28687658,2.6222432
522,1,-4.146185147,3.726277846
523,1,-0.128016571,-1.132669316
524,1,-0.629614669,-0.937494562
525,1,-5.906747692,0.599866015
526,1,-5.449276103,-0.7947073
527,1,-1.742639368,4.974588294
528,1,-0.072081627,0.174579848
529,1,-6.448249311,2.332801338
530,1,-1.655711185,1.564857151
531,1,-2.934621588,4.038647011
532,1,-1.667507153,1.337164918
533,1,-5.26627819,-1.834703715
534,1,-0.171721402,-0.712578196
535,1,0.075533066,2.584912898
536,1,-1.869429258,4.631190102
537,1,-2.355134332,-1.233351069
538,1,0.478069977,4.525802163
539,1,-2.702886842,1.544326815
540,1,-2.921160952,4.833010342
541,1,-1.226361755,-1.941156704
542,1,-1.25634029,1.0142507
543,1,-4.856845449,3.804209004
544,1,0.095632506,-0.54048203
545,1,-6.563670194,1.887551616
546,1,0.503998833,4.484828228
547,1,2.097442047,0.126808108
548,1,-2.419259872,0.82116037
549,1,-0.194104237,5.897313012
550,1,-0.412712172,-0.6374109
551,1,2.225376482,-0.388498545
552,1,-3.923441795,2.685827307
553,1,-3.314571278,1.137639592
554,1,-1.739715081,3.750707184
555,1,-4.557352009,4.049192063
556,1,0.27852935,-0.341343903
557,1,-4.52705967,-1.195314018
558,1,-6.135753356,0.334496667
559,1,-0.129920486,5.894972417
560,1,-0.389726071,5.691233245
561,1,-5.214772687,0.798432547
562,1,-1.377999079,3.120893394
563,1,-0.691821656,2.120420729
564,1,-6.126574475,1.523663463
565,1,-5.518106449,-0.979036309
566,1,-0.337645488,5.723606965
567,1,1.20406991,-0.552361386
568,1,-0.543466575,-1.475400221
569,1,-6.459731899,1.837977465
570,1,-1.945716176,4.668245011
571,1,-2.102493703,2.694302999
572,1,-2.347705544,5.119877438
573,1,-6.045640749,0.291182137
574,1,-5.804072296,-1.014651875
575,1,-5.932676548,0.64083995
576,1,-1.949153241,-1.548070499
577,1,-2.09590294,2.963300797
578,1,-6.153577976,0.724907645
579,1,-4.380240183,-3.797861068
580,1,0.00016013,5.274315133
581,1,-6.346767698,2.187635278
582,1,-1.467441276,3.119109089
583,1,-2.93862052,4.422798367
584,1,-7.1433523,2.386148134
585,1,-1.484191251,4.34924982
586,1,1.675903642,0.466111899
587,1,-0.823879035,-0.314496683
588,1,-0.626160523,-0.927364609
589,1,-2.648887147,4.201412247
590,1,-0.548886178,2.146728587
591,1,1.955867318,-0.063284855
592,1,-0.140821887,4.677350928
593,1,-0.488985568,1.47874287
594,1,-0.605271099,6.220227229
595,1,-2.087718565,-1.732479817
596,1,-2.259590256,3.410346911
597,1,0.287096337,4.184744566
598,1,-2.791049733,0.085266361
599,1,-0.539183434,-0.809755099
600,1,0.873801802,-1.333962274
601,1,-5.182256144,-2.39008175
602,1,0.603662186,2.351164137
603,1,-0.990686343,0.152323672
604,1,-5.851741436,0.468807211
605,1,-2.894867043,3.991413454
606,1,0.832324738,-1.315183411
607,1,-2.362908237,1.606138828
608,1,-5.941854042,0.512121741
609,1,-0.61578898,-0.943754183
610,1,2.216513995,0.18645492
611,1,0.703957237,-1.310502222
612,1,-2.027839022,1.150372638
613,1,-0.137719315,1.823814369
614,1,-4.235029297,2.428779129
615,1,0.015187585,4.015719708
616,1,-1.24481257,-2.092464248
617,1,0.079371335,4.013379114
618,1,-2.470239545,4.462862568
619,1,-0.228819348,-1.244019205
620,1,-4.219471984,2.404194767
621,1,-5.698657637,-0.029391485
622,1,-0.690286062,1.127146829
623,1,-2.994991189,4.96565716
624,1,-2.164324112,-1.866478901
625,1,0.19698373,4.228059096
626,1,-4.705766723,-0.5969005
627,1,-2.174695654,-1.850089327
628,1,-0.131277954,5.065894771
629,1,-2.127512322,4.455905624
630,1,0.465322304,-0.844617384
631,1,-2.049867936,5.24792836
632,1,-1.564296887,-0.362408918
633,1,-1.728998022,0.242774072
634,1,-3.474356754,0.366305391
635,1,-6.256655091,2.144320747
636,1,-4.841288135,3.779624643
637,1,-2.221335362,3.448980251
638,1,1.701675072,0.427184343
639,1,-0.360648671,5.601148376
640,1,-6.032180114,1.085545469
641,1,-1.967298688,1.307808972
642,1,-5.238626814,-1.847222957
643,1,-6.199681844,-0.716322019
644,1,-2.373175038,3.590227285
645,1,-0.756182928,1.745463519
646,1,-0.334719814,5.560174441
647,1,-1.297971168,3.251841201
648,1,-3.064702204,4.659304295
649,1,-2.209438192,0.173578129
650,1,-3.128885954,4.66164489
651,1,-1.848423394,3.087432693
652,1,-7.171003676,2.398667376
653,1,-4.727223295,-3.477287446
654,1,-5.102656445,-0.636305404
655,1,0.206161225,4.356777306
656,1,0.45561956,2.111866301
657,1,-0.787067245,6.007887842
658,1,-6.253157336,1.304870041
659,1,0.548906916,-0.79591661
660,1,-2.908692731,3.997673075
661,1,-1.337725713,3.299074757
662,1,-0.890449687,-1.154826599
663,1,0.223888147,-1.010908052
664,1,0.426354447,3.692805491
665,1,-6.307013153,2.140401721
666,1,-5.760863605,-1.051755478
667,1,-3.851513811,2.118384153
668,1,-1.989659552,3.27983231
669,1,-6.282218894,1.38467173
670,1,-2.361531232,5.126137059
671,1,-1.933595927,-1.57265486
672,1,-1.439076937,-1.469466369
673,1,-4.721324037,-0.572316139
674,1,-5.798781783,0.944852221
675,1,1.47818513,1.078979825
676,1,0.562732604,-0.802176231
677,1,-1.345482536,-0.067620903
678,1,-5.841990473,0.981955824
679,1,-0.398903565,5.562515036
680,1,-1.795419149,2.091208292
681,1,-2.237720285,3.87849803
682,1,-5.343140188,0.803113737
683,1,-6.925905018,2.291950486
684,1,-2.422757699,-2.052153149
685,1,-0.346822982,5.594888755
686,1,0.151565741,-0.479262014
687,1,-2.225617117,3.843783716
688,1,-6.05810897,1.126519404
689,1,-2.167266866,4.50313918
690,1,-6.939730706,2.298210107
691,1,-1.455338108,3.084394775
692,1,-3.162769252,0.62335357
693,1,1.64342364,-0.901035128
694,1,-2.013992268,-2.406725155
695,1,-2.433342118,3.672418263
696,1,-6.320838842,2.146661342
697,1,-4.741048983,-3.471027825
698,1,-1.676551703,-2.055394034
699,1,0.681804552,-0.742529419
700,1,-4.791407045,-3.474946851
701,1,2.295701058,-0.424881107
702,1,-2.388732352,3.614811646
703,1,-1.233787418,3.249500606
704,1,-3.496717619,2.338328729
705,1,-3.935535857,2.673762188
706,1,-1.428051784,3.872498485
707,1,-2.368960021,-1.227091448
708,1,-1.534549314,4.345330794
709,1,-0.515158493,6.176912699
710,1,-6.831764797,2.643196313
711,1,-0.792977012,-1.538985077
712,1,-5.53068718,0.189207524
713,1,-5.828738253,0.591265799
714,1,-1.649602474,3.707392654
715,1,-2.419881483,4.466781595
716,1,-0.900629994,2.935186605
717,1,-3.010548503,4.990241521
718,1,-1.939647311,1.29528973
719,1,1.481639276,1.089109778
720,1,-1.924089998,1.270705369
721,1,-2.153441178,4.496879559
722,1,-5.81089981,0.367160963
723,1,-0.915099887,-1.772477415
724,1,-3.306578692,4.708608981
725,1,0.274246209,-1.006989026
726,1,-5.724586493,0.01158245
727,1,1.25405465,2.72649085
728,1,-2.289800867,3.84612431
729,1,-5.877670292,0.509781146
730,1,-6.549187525,1.023237501
731,1,0.496402672,-0.694485005
732,1,-0.553169319,1.481083464
733,1,-2.786766592,0.750911483
734,1,0.067268167,4.048093428
735,1,-6.270115726,1.349957416
736,1,-6.382376409,1.148858509
737,1,-5.088830757,-0.642565025
738,1,-0.010741271,4.056693644
739,1,-2.166055737,-1.848154161
740,1,-2.360320104,-1.225156282
741,1,-2.70096773,4.169038528
742,1,-3.885523617,0.689219608
743,1,-1.444436707,4.302016264
744,1,-1.962008175,3.267313068
745,1,-1.823629135,2.331702702
746,1,-5.648299575,-0.025472459
747,1,-6.473557587,1.844237086
748,1,-3.978615868,-3.448870542
749,1,-1.362441766,3.096309033
750,1,-1.628059809,1.552337909
751,1,-1.288793674,3.38055941
752,1,-1.168177399,2.473311154
753,1,-6.253730804,0.920439637
754,1,-1.638701073,4.925014143
755,1,-3.08913141,4.614411333
756,1,-2.301247054,3.022784131
757,1,-0.050882348,1.906575139
758,1,-6.242829403,2.138061126
759,1,-2.066878048,1.887771368
760,1,0.440180136,3.68654587
761,1,-3.275801528,-0.698275386
762,1,0.414251279,3.727519805
763,1,1.887620367,0.774390348
764,1,-5.254184128,-1.822638596
765,1,1.117179474,-0.566459059
766,1,-3.330128592,1.162223953
767,1,1.889351992,0.756065608
768,1,-0.117817318,5.860258103
769,1,-1.91978732,4.627271076
770,1,-6.346402645,1.387012325
771,1,-1.09489436,3.558184484
772,1,-2.075796792,5.288902296
773,1,-4.14620911,3.160651707
774,1,1.871243998,-0.108947552
775,1,-4.445678586,3.481294786
776,1,0.703521901,-0.670517742
777,1,-3.502008131,0.378824633
778,1,-2.082077252,2.957041176
779,1,-5.426748885,0.139633372
780,1,-6.69375081,2.5082089
781,1,1.467813587,1.095369399
782,1,-6.046005802,1.09180509
783,1,-2.105080434,2.834582588
784,1,-6.757569507,1.709926542
785,1,-4.805232734,-3.46868723
786,1,-0.82561066,-0.296171943
787,1,-5.854667109,0.632239734
788,1,0.288071897,-1.013248647
789,1,-3.951093171,2.698346549
790,1,-1.238435612,3.384478437
791,1,-2.964214026,-0.441227207
792,1,-2.089257427,4.494538964
793,1,-2.703893403,4.332471051
794,1,-2.027817956,-2.400465534
795,1,-0.063832821,-1.135009911
796,1,-2.403131508,3.236640863
797,1,0.971255289,3.044723878
798,1,-0.566995007,1.487343086
799,1,-4.843017265,-2.145552814
800,1,-2.687142042,4.162778907
801,1,-6.476483261,2.007669609
802,1,-0.14184226,-1.126409695
803,1,-6.239905116,0.914180016
804,1,-1.652161709,4.130650812
805,1,-6.521536148,1.010718259
806,1,-2.077154259,4.45982465
807,1,-4.884496825,3.816728246
808,1,-1.862249082,3.093692314
809,1,-3.524392959,1.785221832
810,1,-0.579342243,6.179253294
811,1,-2.881406408,4.785776786
812,1,-2.800592281,0.757171105
813,1,-5.106939586,-1.301950526
814,1,0.214345599,-0.339003309
815,1,-2.726896586,4.210012463
816,1,-3.913174993,0.701738851
817,1,-3.349787382,4.745712585
818,1,-6.254008908,1.14417732
