,label,pca1,pca2,pca3
64,1,-1.811525967,2.296988388,-3.505592768
65,1,0.991354729,-0.080671051,-1.785312471
66,1,-2.312805436,2.663217136,-2.821241889
67,1,-6.732185437,2.063233917,-4.586274665
68,1,-6.887650123,2.330583827,-4.027924827
69,2,-1.754888875,-2.171068378,-1.102783448
70,1,-3.637203146,1.76531866,-3.542600328
71,1,0.6982632,3.861830349,-3.360998789
72,1,-5.939267311,0.371842152,-3.885763565
73,1,-3.573936114,0.946267787,-1.597000276
74,1,-2.335602376,5.085163124,-3.490668672
75,1,-3.508835645,1.760637471,-3.636804421
76,1,-0.561918561,1.12246564,-3.312763846
77,2,-2.553047163,-0.764141424,-1.749698037
78,2,-3.914432117,-3.451211137,-2.150049558
79,1,-1.951741374,1.283224611,-1.091919891
80,2,1.392124895,-0.234674025,-1.000775854
81,2,-5.504280761,-0.98529593,-3.739305895
82,2,-0.218447806,-1.260408779,-0.902172893
83,2,0.644029357,-1.443030902,-0.604231898
84,1,-6.537093462,1.03530262,-4.248182031
85,2,0.934320351,-0.037307826,-0.861762711
86,1,-6.745466339,1.675212228,-3.682050418
87,1,-1.901638574,2.340302918,-3.038472151
88,2,-5.577865693,-2.091751894,-1.577777126
89,2,-0.409258027,-0.627280947,-1.452956398
90,2,-0.428269486,-0.612826539,-1.145106478
91,1,-1.519521858,3.08673537,-3.126872714
92,1,-0.762638039,6.052780803,-2.888976657
93,1,0.080728803,4.842456759,-3.44254089
94,2,0.619609556,-0.843493076,-1.864919336
95,1,-0.22139056,5.109209302,-2.564160145
96,2,-2.836983289,-1.033708845,-1.899536563
97,1,-3.115060266,4.655385269,-3.408884053
98,1,-0.195461704,5.068235366,-2.984178715
99,1,-0.568373672,5.429782924,-2.39403193
100,2,-1.449473633,-1.300555126,-1.032504736
101,1,-2.467315258,3.238981458,-3.960051393
102,1,-6.110369286,0.687804042,-4.717423434
103,1,-3.03819988,5.002760763,-3.395256008
104,1,0.504363886,3.684205275,-3.386275737
105,1,-2.843151514,4.824410126,-3.654555357
106,1,-6.775394128,2.10033752,-3.886571111
107,1,-2.014967828,2.791268058,-3.486931764
108,1,0.076447048,5.237260224,-3.229850019
109,1,-2.139980542,5.29124289,-3.493065565
110,1,-6.330017722,0.957494546,-4.11197155
111,2,1.662077954,0.47237152,-0.173771967
112,1,-5.148875822,0.180115857,-3.659349711
113,1,-2.907335264,4.826750721,-3.607453311
114,1,-0.854715975,1.363241226,-3.557889738
115,1,-3.823862435,2.105864911,-4.122249056
116,2,-1.763528792,-2.173003544,-0.962940956
117,1,-6.564744839,1.047821862,-3.800489619
118,1,-2.290892371,0.81647918,-4.036484064
119,2,0.344271007,-0.156529157,-1.114722446
120,1,-0.97816187,1.810257303,-2.782031169
121,1,0.06434388,5.271974538,-3.033677655
122,2,-2.423427505,-2.102135678,-1.444528687
123,2,1.596785958,-1.026583147,-1.507598006
124,1,0.413886227,4.528142758,-3.388822899
125,1,-0.550163957,2.122720201,-2.868177663
126,1,-6.514738155,1.969036269,-4.618071612
127,3,2.235773179,-0.557409788,-1.299006167
128,1,-2.298979748,2.656957515,-3.045088095
129,1,-1.667984716,2.470694435,-3.657059979
130,1,-5.712483325,-0.023131864,-4.030429449
131,1,-5.440574573,0.145892993,-4.276100753
132,1,-4.383134856,-1.224579568,-4.136713716
133,1,0.066903115,4.84871638,-3.218694684
134,1,-3.93638743,2.513069467,-3.010710925
135,1,-4.691489583,-0.959219621,-4.129828466
136,1,-5.745002944,-0.251155727,-3.390818838
137,1,-2.653535341,4.336390077,-3.449370155
138,2,-2.092001706,-2.398124939,-1.36264576
139,1,-5.892922004,0.593606394,-4.749220382
140,2,-5.903651656,-0.434689479,-1.492471101
141,1,0.106657659,4.801482824,-3.86255946
142,2,0.358096695,-0.162788778,-1.338568652
143,2,-5.888094342,-0.45927384,-1.744482243
144,1,-2.283521794,5.117536843,-3.341598354
145,2,1.106782777,-0.397547816,-0.106645072
146,1,0.557024505,2.225616119,-3.800365846
147,1,-5.646942107,0.803605187,-4.574873116
148,1,-1.699960537,3.703473628,-3.845663647
149,1,-0.320894126,5.55391482,-3.236465964
150,1,-6.296044583,1.390931351,-3.526364156
151,2,-0.868462205,-1.646929396,-2.015477709
152,1,0.464609342,3.731438832,-2.742410961
153,2,-0.053070168,0.16012544,-1.121338391
154,1,-5.020508321,0.175434668,-3.753553804
155,2,-5.56577163,-2.079686775,-1.773458396
156,1,-1.846426075,4.753648691,-3.978847186
157,1,-1.678090565,4.171624747,-3.063883889
158,1,-2.636783979,4.166697933,-3.355782994
159,1,-0.800892933,6.014147463,-3.26189318
160,1,0.02864822,4.81008304,-3.591611207
161,1,-3.024947659,4.612070738,-3.87600467
162,2,0.339085235,-0.14833437,-1.030718732
163,2,-1.329925222,-0.092205264,-1.22306866
164,1,-1.691916253,4.177884368,-2.840037683
165,1,-5.82643316,0.957371463,-4.567584909
166,1,-6.334299477,1.352298011,-3.89928068
167,1,-6.537741338,1.846577681,-3.880619676
168,2,-5.593423007,-2.067167533,-1.325765984
169,1,-2.14133801,4.462165245,-2.995723945
170,3,2.068059045,0.15765209,-0.306998514
171,1,-1.302619362,3.386819031,-3.839047703
172,1,-0.884550429,1.750144709,-3.71350448
173,1,-6.875546955,2.295869512,-4.224097191
174,1,-3.808305121,2.08128055,-4.374260198
175,1,-5.837915747,0.46254759,-4.282716698
176,1,-1.855603569,4.624930481,-3.465241455
177,1,-0.32554232,5.68889265,-3.526225488
178,1,0.491895665,4.519542542,-3.659771151
179,1,0.245915769,4.309543749,-3.834118417
180,1,-2.389425418,0.434256887,-3.786665229
181,1,1.87898045,0.772455182,-0.885946955
182,1,1.492010818,1.072720204,-1.060570328
183,1,-0.207929925,5.903572633,-3.257674129
184,1,-3.558378801,0.921683426,-1.849011419
185,1,-0.900152431,1.801657087,-3.052979422
186,1,0.634079449,3.864170944,-3.313896742
187,2,-2.150498424,-1.872738522,-1.137564329
188,1,0.31009952,4.307203154,-3.881220464
189,2,-5.492484793,-0.757603696,-1.709701363
190,1,-2.213240901,1.198417052,-3.002749061
191,1,-5.632192757,-0.231252555,-3.233011789
192,1,-5.504758324,0.148233588,-4.228998707
193,1,-6.432715961,1.742590838,-3.848818888
194,1,-1.72881368,4.968328673,-3.710295827
195,3,2.083616359,0.133067729,-0.559009656
196,1,-3.102957098,4.620670954,-3.605056417
197,1,0.621976281,3.898885258,-3.117724378
198,1,-1.629729821,2.509327776,-3.284143455
199,1,-2.401677987,3.442053806,-2.781935434
200,1,-5.868492797,0.638499355,-4.152457652
201,1,-6.123650188,0.299782353,-3.813199187
202,1,-0.618731735,5.425863898,-2.570776089
203,1,0.842887788,3.049405068,-2.554732662
204,1,-1.429504582,0.487757132,-1.303692285
205,1,-0.151545004,1.83007399,-3.396399946
206,1,-2.483700181,3.668499237,-3.551188158
207,1,-1.933613008,4.633530697,-3.194293202
208,1,-1.797700279,2.290728767,-3.729438974
209,1,-6.667456901,1.666612012,-3.952998671
210,1,-6.965659562,2.339184043,-3.756976575
211,1,-5.902099498,0.464888185,-4.235614651
212,1,-2.739867168,4.094317236,-2.930664925
213,2,-0.23400512,-1.235824418,-0.650161751
214,1,-2.895411829,4.385694764,-4.014335937
215,1,-2.06532589,2.787349032,-3.663675923
216,1,-0.826821789,6.055121398,-2.84187461
217,1,-2.297347482,5.123796464,-3.117752148
218,1,-5.674228431,0.015501476,-3.657512925
219,2,-1.749703103,-2.179263165,-1.186787162
220,1,-2.301904035,3.880838625,-3.329738845
221,1,-0.964336181,1.803997682,-3.005877375
222,1,-2.910969143,4.410279125,-3.762324795
223,1,-4.064754931,2.517750656,-2.916506832
224,1,0.274993169,4.21945888,-2.947596163
225,1,-2.222692829,2.619902605,-3.288362506
226,1,-0.207564872,5.102949681,-2.788006351
227,1,-0.415654927,5.732207181,-3.059104872
228,2,-2.023534815,-1.734820412,-1.58965606
229,1,-2.677964547,4.291497116,-4.046132885
230,2,-0.645171982,-0.912910201,-0.432931489
231,1,-0.484702428,2.144387992,-3.450117937
232,1,-2.005216865,3.304416671,-3.743635039
233,1,-0.042698625,0.143735865,-1.289345819
234,1,-1.094529308,2.757561531,-3.567949182
235,1,-5.760560258,-0.226571366,-3.138807696
236,1,-6.085395294,0.338415694,-3.440282664
237,1,-2.005790333,2.919986267,-4.000537495
238,1,-2.700319854,3.357763467,-3.676243303
239,1,-4.529700633,4.036672821,-4.323735053
240,1,-6.859416174,2.655715555,-4.219205878
241,1,-6.149579044,0.340756288,-3.393180617
242,1,-6.138677643,1.558377778,-3.901677573
243,1,-1.330066588,1.688496038,-3.29355743
244,1,-2.831254343,1.549008005,-3.568197617
245,1,-5.738412182,0.017842071,-3.610410879
246,1,-2.096628005,0.193481301,-3.541539337
247,1,-2.662712835,4.207671868,-2.935764424
248,1,-6.237600022,1.28028568,-4.350354647
249,2,-1.321106132,-1.305236316,-1.126708829
250,1,-6.759836814,2.075753159,-4.138582253
251,2,-2.078176018,-2.40438456,-1.586491966
252,1,1.892806138,0.766195561,-1.109793161
253,1,-5.63483894,0.768890872,-4.77104548
254,1,-1.875709717,2.299328983,-3.458490721
255,1,-0.822620555,2.926586389,-3.813620486
256,2,0.368468237,-0.179178352,-1.50657608
257,1,-6.549844506,1.881291995,-3.684447311
258,1,0.093197024,4.007119493,-3.169045475
259,1,0.090272736,5.231000603,-3.453696225
260,2,-5.139047454,-2.427185353,-2.2426998
261,1,-0.913978119,1.807916708,-2.829133216
262,1,-2.509629037,3.709473172,-3.131169588
263,1,-2.251545973,3.884757651,-3.152994686
264,1,-4.511502357,-1.219898379,-4.042509623
265,1,1.686275184,0.449722325,-0.565625601
266,2,-1.116445069,-2.097145438,-1.633530981
267,1,-0.143746174,5.901232038,-3.304776176
268,1,-1.522446146,4.31061648,-3.411523464
269,2,-4.296215978,-3.159140902,-2.408676645
270,1,-2.091254746,2.828322967,-3.243657353
271,2,-4.374225417,-3.150540686,-2.137728392
272,1,-1.070100101,2.802454493,-2.971186452
273,1,-1.664629929,4.965988078,-3.757397873
274,1,-2.583824327,4.642742943,-4.312189823
275,2,-5.464833417,-0.770122939,-2.157393775
276,2,-5.788514982,-1.039236236,-1.663858618
277,1,-6.074493893,1.556037183,-3.94877962
278,1,1.588864885,0.407281172,-0.905182014
279,1,-1.106997528,3.592898798,-3.841444596
280,2,-5.093113898,-1.308210147,-3.956536157
281,1,-2.406055795,4.460521974,-4.291804189
282,2,-1.94396747,-1.556265286,-1.681731889
283,1,-1.531990079,3.922072636,-3.400368128
284,1,-2.001142139,2.785008437,-3.71077797
285,1,-2.33525686,1.593619586,-1.322382041
286,1,-0.528984181,6.18317232,-3.507564484
287,1,-0.542444816,5.388808989,-2.8140505
288,2,-1.033895034,0.189427276,-1.268911404
289,2,-1.753157249,-2.189393118,-1.130948384
290,2,1.656892183,0.480566307,-0.089768253
291,1,-2.416957196,3.242900484,-3.783307233
292,1,-2.299344801,3.457580467,-3.514755874
293,1,-1.044171245,2.761480557,-3.391205022
294,1,-0.424832421,5.603488971,-2.545499141
295,1,-0.168175381,5.856339077,-3.901538906
296,1,-2.153806231,5.297502511,-3.269219359
297,2,-1.195281387,-1.791024325,-0.449808309
298,1,-4.130651796,3.136067346,-3.505655652
299,1,-3.202216596,0.408180579,-3.396142658
300,1,0.117010131,2.566134035,-3.340659025
301,1,-6.681282589,1.672871633,-3.729152464
302,1,-5.826457123,0.391745324,-3.727956516
303,1,-2.844508981,3.99533248,-3.157213737
304,1,0.053442479,4.054353049,-2.525180699
305,2,-2.781499854,-1.400864575,2.139252733
306,1,-0.836446244,2.93284601,-3.58977428
307,1,0.427711915,4.521883137,-3.612669105
308,2,-3.89761768,0.677154489,-1.10346512
309,1,-0.327292475,1.671958493,-3.078955533
310,1,-6.34384341,0.963754168,-3.888125344
311,1,-1.270165978,1.020510321,-3.160751223
312,1,-2.442886052,3.28387442,-3.363288663
313,1,-4.080312245,2.542335018,-2.66449569
314,1,-0.375900382,5.684973624,-3.702969648
315,1,-0.498528116,2.150647613,-3.226271731
316,1,-6.448273275,1.767175199,-3.596807746
317,1,-1.881532426,4.665904417,-3.045222885
318,1,-1.92378665,2.095889481,-2.566868968
319,1,-5.616635443,-0.255836917,-3.485022931
320,1,-1.056639466,3.596817824,-3.664700436
321,1,-5.327582875,0.778529375,-4.40630558
322,1,-6.771395196,1.716186164,-3.262031848
323,1,-2.831048346,4.789695812,-3.850727721
324,2,-2.5409531,-0.752076305,-1.945379307
325,1,-1.44151242,3.078135154,-3.397820967
326,1,-2.50999409,4.510096125,-3.600837366
327,2,-0.077658509,-1.12875029,-1.578110831
328,1,-6.304088866,0.916520611,-4.53199012
329,1,-0.528619128,5.382549368,-3.037896706
330,2,-4.32559898,-3.12829692,-1.932819297
331,1,-2.079151578,2.793608653,-3.439829717
332,1,-5.621013251,0.762631251,-4.994891686
333,1,-3.038773347,4.618330359,-3.652158464
334,1,0.47843503,3.725179211,-2.966257167
335,2,-2.84775025,-1.72297931,0.17274839
336,2,-6.215239158,-0.691737658,-1.194617215
337,1,-2.069974084,2.922326862,-3.953435448
338,3,2.081884733,0.151392469,-0.53084472
339,2,-1.756649399,0.255293314,-0.753827256
340,1,-1.756100004,4.180224963,-2.792935636
341,1,-2.830683293,3.989072859,-3.381059943
342,1,-0.619096788,6.22648685,-3.040443868
343,1,-4.259019297,3.140748536,-3.411451559
344,1,0.296273831,4.313462775,-3.657374258
345,2,0.551169935,-0.706283206,-1.682963542
346,1,-2.118051016,2.71888736,-3.061813695
347,1,-2.496168402,4.503836504,-3.824683572
348,2,0.436715189,-1.016853555,-0.645465171
349,1,1.873794679,0.780649969,-0.801943241
350,3,2.470706241,-0.304014278,-1.227241441
351,1,-3.147211938,0.598769209,-2.06624168
352,1,-1.665987397,4.136910433,-3.260056253
353,1,-2.127877375,5.256528576,-3.689237929
354,1,-6.22550596,1.292350799,-4.546035917
355,3,2.087070505,0.143197682,-0.614848434
356,1,-3.174863315,0.611288451,-1.618549268
357,2,0.292355038,-0.347603524,-1.470339029
358,1,-4.16174246,3.750862207,-3.84126176
359,1,-6.490308949,2.01392923,-4.021308883
360,3,2.044402313,0.241479996,-0.782649433
361,2,-1.348068689,-1.186805309,-1.616291654
362,1,1.037992411,0.044876968,-1.707095353
363,1,-1.612502495,1.527753547,-1.837466189
364,1,-6.951833874,2.332924422,-3.980822781
365,2,-2.34476279,-1.249740643,-1.632509056
366,1,-6.436155249,2.344866457,-4.632117409
367,1,-3.041076023,2.196590245,-3.811131201
368,1,-0.311716632,5.682633029,-3.750071694
369,2,0.232862495,-1.120116685,-0.387001636
370,1,-6.747742751,2.087818278,-4.334263523
371,2,-1.741092085,0.230708953,-1.005838398
372,1,-6.75793456,2.510549495,-3.955545832
373,2,-0.423083715,-0.621021326,-1.229110192
374,1,-1.959541864,4.674504632,-2.774274632
375,1,-2.273050892,2.615983579,-3.465106666
376,2,-0.066895856,0.166385061,-0.897492185
377,1,-1.784239643,3.085092098,-4.422952958
378,1,-1.25053878,3.419192751,-3.689977385
379,1,-1.860251763,4.759908312,-3.75500098
380,2,-2.009709127,-1.741080033,-1.813502266
381,1,0.615067429,2.257317491,-2.980554762
382,1,-6.499486443,1.885211021,-3.507703152
383,1,-0.181636016,5.061975745,-3.208024921
384,2,-1.15908566,-0.622539158,1.822297675
385,2,-3.964790179,-3.455130163,-2.326793718
386,2,-5.281835504,-1.810119354,-1.623619871
387,2,0.208442694,-0.520578859,-1.647689074
388,1,-2.195406506,3.408006316,-4.205722697
389,1,-6.332942009,2.181375657,-4.3966223
390,1,-2.484065234,4.469122189,-4.020855936
391,1,0.016545052,4.844797354,-3.395438843
392,1,-2.41951643,3.666158642,-3.598290204
393,2,0.54717529,-0.77759187,-0.759620212
394,2,-6.172030468,-0.728841261,-1.894320769
395,3,2.326781426,-0.274748727,-0.881026206
396,1,-0.912733162,2.969900919,-3.346499869
397,1,-5.660767796,0.809864808,-4.35102691
398,2,-0.631346294,-0.919169822,-0.656777696
399,2,-1.662726015,-2.061653655,-1.983630481
400,1,-5.634473887,-0.03173208,-4.301377702
401,1,-2.622958291,4.160438312,-3.5796292
402,2,-1.612367952,-2.057734629,-1.806886322
403,1,-5.69902269,0.771231467,-4.723943433
404,1,-0.92655885,2.97616054,-3.122653663
405,1,-2.23516105,3.455239872,-3.56185792
406,1,-1.991964645,2.913726646,-4.224383701
407,1,-0.013665559,5.280574754,-2.762729403
408,1,-0.632557423,5.432123519,-2.346929883
409,2,-4.870668641,-2.133033572,-1.840850132
410,1,-6.152503331,1.564637399,-3.677831367
411,2,0.27353119,-0.243723296,-0.810181637
412,1,-1.006243657,0.176908033,-1.716603816
413,1,-2.727971231,3.37028271,-3.228550891
414,2,-0.136920654,-0.684074808,-0.849354308
415,1,-6.450554405,1.966695674,-4.665173659
416,1,-2.224995506,0.198162491,-3.447335244
417,2,-4.375957042,-3.132215946,-2.109563456
418,1,-1.661705642,3.742106968,-3.472747123
419,3,2.34233874,-0.299333089,-1.133037348
420,1,-2.248621686,2.660876541,-2.868343936
421,1,-6.062390725,1.521322868,-4.144951984
422,2,-1.598542264,-2.06399425,-2.030732528
423,2,-5.550214316,-2.104271136,-2.025469538
424,1,-1.680087884,2.50540875,-3.460887615
425,1,-2.417235301,3.466638167,-2.529924292
426,1,-1.640153871,1.540272789,-1.389773777
427,1,-1.508620457,4.304356859,-3.63536967
428,1,-1.996758654,1.300505018,-3.690274654
429,2,-0.204622118,-1.2666684,-1.126019099
430,1,-0.15720681,5.106868707,-2.611262191
431,1,-2.316804368,3.047368492,-3.445781152
432,1,0.232090081,4.31580337,-3.610272211
433,1,-6.317914554,0.922780232,-4.308143914
434,1,-1.779861835,2.066623931,-2.913084203
435,1,-6.523915649,1.84031806,-4.104465882
436,1,-1.50636658,3.125574584,-3.58235571
437,1,0.686160032,3.896544663,-3.164826424
438,1,-1.016884922,3.549584268,-4.308565213
439,1,-3.190420628,0.635872812,-1.366538126
440,1,-2.040896684,2.832241993,-3.066913194
441,1,0.261167481,4.225718501,-2.723749957
442,1,-4.572909323,4.073776424,-3.624031499
443,1,-2.027070996,2.825982372,-3.2907594
444,1,-6.12229272,1.128859999,-4.310540808
445,2,-3.263707465,-0.686210267,-1.43029516
446,1,-1.887812885,2.334043297,-3.262318357
447,1,-1.713440709,0.218189711,-1.45353081
448,1,-5.915925186,0.471147806,-4.011768445
449,2,-1.246790411,-0.471880236,2.368028224
450,1,-0.8623751,2.973819945,-3.16975571
451,1,0.029013273,4.009460087,-3.121943429
452,1,0.042473908,4.803823419,-3.815457413
453,1,-3.65276046,1.789903022,-3.290589186
454,1,0.647905137,3.857911323,-3.537742948
455,3,1.997344383,-0.082063718,-0.836217156
456,1,-1.716345459,4.132991406,-3.436800412
457,1,-6.110189553,1.094145685,-4.506713172
458,1,-3.022642566,4.978176402,-3.64726715
459,2,-5.476927479,-0.782188058,-1.961712505
460,1,-1.548375002,4.351590415,-2.991504894
461,1,-2.273595678,3.010264889,-4.145484706
462,1,-0.606628567,5.391149584,-2.766948453
463,1,-6.268758259,2.179035062,-4.443724346
464,2,-0.058255939,0.168320227,-1.037334677
465,2,-3.486450817,0.354240272,-1.320695382
466,1,-0.411006733,5.59722935,-2.769345347
467,1,-0.191179949,4.673431902,-3.196869586
468,1,-0.101067343,4.630117372,-3.663990202
469,1,-6.420597935,2.320282096,-4.884128551
470,1,-0.126996199,4.671091307,-3.243971632
471,1,-6.485660755,1.8789514,-3.731549358
472,1,-1.2965449,2.477992343,-3.339422125
473,2,0.127368511,-0.456612818,-0.402547458
474,1,-1.974126202,2.68962181,-3.40802893
475,2,0.137740053,-0.473002393,-0.570554886
476,2,-1.962978929,-1.541810878,-1.373881969
477,1,-6.256290038,1.343697795,-4.170228932
478,1,-3.951944744,2.537653828,-2.758699783
479,1,-2.209232194,3.414265937,-3.981876491
480,1,-2.063693624,5.254187981,-3.736339976
481,1,-0.114893031,4.636376993,-3.440143996
482,1,-2.081070691,0.16889694,-3.793550479
483,2,1.672449496,0.455981946,-0.341779395
484,1,-6.238451595,1.119592959,-3.353874161
485,1,-4.868939512,3.792143885,-3.578188755
486,1,-5.466503429,0.186866929,-3.856082183
487,2,-1.957793158,-1.550005665,-1.457885683
488,1,-1.41741052,0.499822251,-1.499373555
489,1,-2.039226671,1.875252126,-1.368224785
490,1,-1.490809267,3.100990222,-3.834366852
491,2,-2.062618704,-2.428968921,-1.838503108
492,2,0.625512462,-0.661917526,-1.416621038
493,2,-4.827459951,-2.170137175,-2.540553686
494,1,-7.158909614,2.410732495,-4.117033261
495,1,-1.702884824,4.927354738,-4.130314397
496,1,1.311089028,2.683127626,-3.695512683
497,1,-3.458799441,0.34172103,-1.768387794
498,1,-2.459270975,3.713392198,-2.954425428
499,1,-6.096363864,1.087886064,-4.730559378
500,1,-6.540667011,2.010010204,-4.198053042
501,1,-0.722883494,6.005547247,-3.532841433
502,1,0.210809419,4.221799475,-2.900494116
503,1,-6.732005704,2.46957556,-4.375564402
504,1,-6.464380093,1.972955295,-4.441327453
505,2,-0.557292263,-1.4691406,-1.133870269
506,2,-0.762312585,-2.376696431,-0.927211482
507,2,-0.852904891,-1.671513758,-2.267488851
508,1,-2.545602801,3.471319357,-2.435720199
509,2,-1.739331561,-2.195652739,-1.35479459
510,2,0.354642549,-0.172918731,-1.282729874
511,1,-2.271418626,5.082822529,-3.537770718
512,1,-1.312102214,2.502576705,-3.087410983
513,2,-0.21499366,-1.250278826,-0.958011671
514,2,0.352910924,-0.154593991,-1.254564938
515,1,1.295531715,2.707711987,-3.443501541
516,1,-1.445061896,0.512341493,-1.051681143
517,1,-2.321776688,5.078903503,-3.714514878
518,1,-1.481266964,3.12536871,-2.75395619
519,1,-1.872354931,4.794622626,-3.558828615
520,1,-5.928028354,0.50586212,-3.815596081
521,1,-2.28687658,2.6222432,-3.24126046
522,1,-4.146185147,3.726277846,-4.093272903
523,2,-0.128016571,-1.132669316,-1.75485499
524,2,-0.629614669,-0.937494562,-0.684942632
525,1,-5.906747692,0.599866015,-4.525374176
526,2,-5.449276103,-0.7947073,-2.409404917
527,1,-1.742639368,4.974588294,-3.486449621
528,2,-0.072081627,0.174579848,-0.813488471
529,1,-6.448249311,2.332801338,-4.436436139
530,1,-1.655711185,1.564857151,-1.137762635
531,1,-2.934621588,4.038647011,-2.69009312
532,1,-1.667507153,1.337164918,-3.167367167
533,2,-5.26627819,-1.834703715,-1.875631013
534,2,-0.171721402,-0.712578196,-1.27810961
535,1,0.075533066,2.584912898,-2.669120407
536,1,-1.869429258,4.631190102,-3.241395249
537,2,-2.355134332,-1.233351069,-1.464501628
538,1,0.478069977,4.525802163,-3.435924945
539,1,-2.702886842,1.544326815,-3.66240171
540,1,-2.921160952,4.833010342,-3.383607105
541,2,-1.226361755,-1.941156704,-0.780036569
542,1,-1.25634029,1.0142507,-3.384597429
543,1,-4.856845449,3.804209004,-3.773870025
544,2,0.095632506,-0.54048203,-1.805496123
545,1,-6.563670194,1.887551616,-3.460601105
546,1,0.503998833,4.484828228,-3.855943515
547,3,2.097442047,0.126808108,-0.782855862
548,1,-2.419259872,0.82116037,-3.942279971
549,1,-0.194104237,5.897313012,-3.481520335
550,2,-0.412712172,-0.6374109,-1.39711762
551,3,2.225376482,-0.388498545,-0.297239289
552,1,-3.923441795,2.685827307,-4.20287268
553,1,-3.314571278,1.137639592,-3.141859694
554,1,-1.739715081,3.750707184,-3.201798871
555,1,-4.557352009,4.049192063,-3.876042641
556,2,0.27852935,-0.341343903,-1.246492823
557,2,-4.52705967,-1.195314018,-3.790498481
558,1,-6.135753356,0.334496667,-3.617026823
559,1,-0.129920486,5.894972417,-3.528622382
560,1,-0.389726071,5.691233245,-3.479123442
561,1,-5.214772687,0.798432547,-4.248498531
562,1,-1.377999079,3.120893394,-3.676559803
563,1,-0.691821656,2.120420729,-2.783508153
564,1,-6.126574475,1.523663463,-4.097849937
565,2,-5.518106449,-0.979036309,-3.515459689
566,1,-0.337645488,5.723606965,-3.330053124
567,2,1.20406991,-0.552361386,-0.531077425
568,2,-0.543466575,-1.475400221,-1.357716475
569,1,-6.459731899,1.837977465,-4.151567928
570,1,-1.945716176,4.668245011,-2.998120838
571,1,-2.102493703,2.694302999,-3.313824837
572,1,-2.347705544,5.119877438,-3.294496307
573,1,-6.045640749,0.291182137,-4.08414744
574,2,-5.804072296,-1.014651875,-1.411847476
575,1,-5.932676548,0.64083995,-4.105355606
576,2,-1.949153241,-1.548070499,-1.597728175
577,1,-2.09590294,2.963300797,-3.533416878
578,1,-6.153577976,0.724907645,-4.01771988
579,2,-4.380240183,-3.797861068,-1.929655203
580,1,0.00016013,5.274315133,-2.986575609
